"","President","Sentences","sent.id","nword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","snipets","ldatopic","ldahash","Government","Spirit","Nation","Democracy","Determination","Freedom","Misc","America","Arm","Justice","Citizen","Fear","Equality","Constitution","Strive"
"755","GeorgeWBush-2","Our goal instead is to help others find their own voice, attain their own freedom, and make their own way."," 23","20","0.00000000","0.00000000","0.00000000","0.00000000","0.04997501","0.00000000","0.00000000","0.04997501","0.00000000","0.04997501","America will not impose our own style of government on the unwilling.  The great objective of ending tyranny is the concentrated work of generations."," 4","Democracy","0.05291005","0.08465608","0.05291005","0.11640212","0.05291005","0.05291005","0.06878307","0.08465608","0.05291005","0.08465608","0.06878307","0.06878307","0.05291005","0.05291005","0.05291005"
"756","GeorgeWBush-2","The great objective of ending tyranny is the concentrated work of generations."," 24","12","0.00000000","0.08326395","0.00000000","0.08326395","0.00000000","0.08326395","0.00000000","0.08326395","0.08326395","0.08326395","Our goal instead is to help others find their own voice, attain their own freedom, and make their own way.  The difficulty of the task is no excuse for avoiding it."," 1","Government","0.08333333","0.08333333","0.05208333","0.05208333","0.05208333","0.08333333","0.05208333","0.08333333","0.08333333","0.05208333","0.08333333","0.08333333","0.05208333","0.05208333","0.05208333"
"757","GeorgeWBush-2","The difficulty of the task is no excuse for avoiding it."," 25","11","0.09082652","0.00000000","0.00000000","0.18165304","0.00000000","0.09082652","0.00000000","0.00000000","0.18165304","0.09082652","The great objective of ending tyranny is the concentrated work of generations.  America's influence is not unlimited, but fortunately for the oppressed, America's influence is considerable and we will use it confidently in freedom's cause."," 8","America","0.04761905","0.06190476","0.06190476","0.06190476","0.04761905","0.07619048","0.09047619","0.16190476","0.04761905","0.04761905","0.07619048","0.06190476","0.06190476","0.04761905","0.04761905"
"758","GeorgeWBush-2","America's influence is not unlimited, but fortunately for the oppressed, America's influence is considerable and we will use it confidently in freedom's cause."," 26","23","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04345937","0.13037810","The difficulty of the task is no excuse for avoiding it.  My most solemn duty is to protect this Nation and its people from further attacks and emerging threats."," 1","Government","0.08602151","0.08602151","0.06989247","0.05376344","0.05376344","0.06989247","0.05376344","0.08602151","0.06989247","0.05376344","0.06989247","0.06989247","0.05376344","0.06989247","0.05376344"
"759","GeorgeWBush-2","My most solemn duty is to protect this Nation and its people from further attacks and emerging threats."," 27","18","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05552471","0.00000000","0.05552471","America's influence is not unlimited, but fortunately for the oppressed, America's influence is considerable and we will use it confidently in freedom's cause.  Some have unwisely chosen to test America's resolve and have found it firm."," 8","America","0.04761905","0.04761905","0.04761905","0.10476190","0.06190476","0.06190476","0.06190476","0.14761905","0.06190476","0.07619048","0.06190476","0.04761905","0.04761905","0.06190476","0.06190476"
"760","GeorgeWBush-2","Some have unwisely chosen to test America's resolve and have found it firm."," 28","13","0.00000000","0.00000000","0.00000000","0.00000000","0.07686395","0.00000000","0.00000000","0.07686395","0.00000000","0.15372790","My most solemn duty is to protect this Nation and its people from further attacks and emerging threats.  We will persistently clarify the choice before every ruler and every nation, the moral choice between oppression, which is always wrong, and freedom, which is eternally right."," 6","Freedom","0.07207207","0.05855856","0.08558559","0.07207207","0.05855856","0.13963964","0.04504505","0.07207207","0.05855856","0.04504505","0.05855856","0.07207207","0.04504505","0.04504505","0.07207207"
"761","GeorgeWBush-2","We will persistently clarify the choice before every ruler and every nation, the moral choice between oppression, which is always wrong, and freedom, which is eternally right."," 29","27","0.07404665","0.00000000","0.03702332","0.03702332","0.03702332","0.03702332","0.00000000","0.11106997","0.07404665","0.14809330","Some have unwisely chosen to test America's resolve and have found it firm.  America will not pretend that jailed dissidents prefer their chains or that women welcome humiliation and servitude or that any human being aspires to live at the mercy of bullies.","13","Equality","0.04566210","0.04566210","0.04566210","0.05936073","0.05936073","0.04566210","0.04566210","0.08675799","0.05936073","0.08675799","0.05936073","0.07305936","0.15525114","0.05936073","0.07305936"
"762","GeorgeWBush-2","America will not pretend that jailed dissidents prefer their chains or that women welcome humiliation and servitude or that any human being aspires to live at the mercy of bullies."," 30","30","0.00000000","0.00000000","0.03332223","0.00000000","0.00000000","0.03332223","0.00000000","0.03332223","0.09996668","0.06664445","We will persistently clarify the choice before every ruler and every nation, the moral choice between oppression, which is always wrong, and freedom, which is eternally right.  We will encourage reform in other governments by making clear that success in our relations will require the decent treatment of their own people."," 6","Freedom","0.09282700","0.05485232","0.09282700","0.08016878","0.04219409","0.10548523","0.06751055","0.05485232","0.04219409","0.09282700","0.05485232","0.08016878","0.04219409","0.05485232","0.04219409"
"763","GeorgeWBush-2","We will encourage reform in other governments by making clear that success in our relations will require the decent treatment of their own people."," 31","24","0.00000000","0.04164931","0.00000000","0.00000000","0.08329863","0.00000000","0.00000000","0.04164931","0.00000000","0.16659725","America will not pretend that jailed dissidents prefer their chains or that women welcome humiliation and servitude or that any human being aspires to live at the mercy of bullies.  America's belief in human dignity will guide our policies.","13","Equality","0.04566210","0.04566210","0.04566210","0.04566210","0.07305936","0.04566210","0.04566210","0.08675799","0.08675799","0.07305936","0.05936073","0.10045662","0.15525114","0.04566210","0.04566210"
"764","GeorgeWBush-2","America's belief in human dignity will guide our policies."," 32"," 9","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.22197558","0.00000000","0.22197558","We will encourage reform in other governments by making clear that success in our relations will require the decent treatment of their own people.  Yet rights must be more than the grudging concessions of dictators."," 5","Determination","0.07729469","0.04830918","0.04830918","0.06280193","0.09178744","0.07729469","0.09178744","0.04830918","0.04830918","0.09178744","0.06280193","0.07729469","0.06280193","0.04830918","0.06280193"
"765","GeorgeWBush-2","Yet rights must be more than the grudging concessions of dictators."," 33","11","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","America's belief in human dignity will guide our policies.  They are secured by free dissent and the participation of the governed."," 8","America","0.08602151","0.05376344","0.05376344","0.05376344","0.05376344","0.06989247","0.05376344","0.10215054","0.05376344","0.05376344","0.08602151","0.06989247","0.08602151","0.05376344","0.06989247"
"766","GeorgeWBush-2","They are secured by free dissent and the participation of the governed."," 34","12","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.08326395","Yet rights must be more than the grudging concessions of dictators.  In the long run, there is no justice without freedom and there can be no human rights without human liberty."," 6","Freedom","0.04975124","0.06467662","0.07960199","0.06467662","0.06467662","0.10945274","0.06467662","0.04975124","0.04975124","0.07960199","0.04975124","0.04975124","0.09452736","0.04975124","0.07960199"
"767","GeorgeWBush-2","In the long run, there is no justice without freedom and there can be no human rights without human liberty."," 35","20","0.00000000","0.09995002","0.00000000","0.00000000","0.09995002","0.00000000","0.04997501","0.14992504","0.00000000","0.14992504","They are secured by free dissent and the participation of the governed.  Some, I know, have questioned the global appeal of liberty, though this time in history, four decades defined by the swiftest advance of freedom ever seen, is an odd time for doubt."," 6","Freedom","0.07207207","0.05855856","0.05855856","0.05855856","0.04504505","0.11261261","0.09909910","0.05855856","0.08558559","0.05855856","0.04504505","0.04504505","0.05855856","0.07207207","0.07207207"
"768","GeorgeWBush-2","Some, I know, have questioned the global appeal of liberty, though this time in history, four decades defined by the swiftest advance of freedom ever seen, is an odd time for doubt."," 36","32","0.00000000","0.12496095","0.00000000","0.06248047","0.09372071","0.03124024","0.06248047","0.09372071","0.03124024","0.09372071","In the long run, there is no justice without freedom and there can be no human rights without human liberty.  Americans, of all people, should never be surprised by the power of our ideals."," 1","Government","0.09452736","0.04975124","0.06467662","0.06467662","0.04975124","0.07960199","0.06467662","0.07960199","0.06467662","0.09452736","0.04975124","0.04975124","0.07960199","0.04975124","0.06467662"
"769","GeorgeWBush-2","Americans, of all people, should never be surprised by the power of our ideals."," 37","14","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.07137759","0.00000000","0.00000000","0.00000000","Some, I know, have questioned the global appeal of liberty, though this time in history, four decades defined by the swiftest advance of freedom ever seen, is an odd time for doubt.  Eventually, the call of freedom comes to every mind and every soul."," 6","Freedom","0.04329004","0.04329004","0.06926407","0.06926407","0.04329004","0.16017316","0.06926407","0.05627706","0.12121212","0.04329004","0.05627706","0.05627706","0.04329004","0.06926407","0.05627706"
"770","GeorgeWBush-2","Eventually, the call of freedom comes to every mind and every soul."," 38","12","0.00000000","0.00000000","0.00000000","0.00000000","0.08326395","0.00000000","0.00000000","0.08326395","0.00000000","0.08326395","Americans, of all people, should never be surprised by the power of our ideals.  We do not accept the existence of permanent tyranny because we do not accept the possibility of permanent slavery.","10","Justice","0.08333333","0.05208333","0.05208333","0.06770833","0.05208333","0.05208333","0.06770833","0.08333333","0.06770833","0.09895833","0.08333333","0.06770833","0.05208333","0.05208333","0.06770833"
"771","GeorgeWBush-2","We do not accept the existence of permanent tyranny because we do not accept the possibility of permanent slavery."," 39","19","0.05260389","0.05260389","0.05260389","0.10520779","0.00000000","0.10520779","0.00000000","0.00000000","0.10520779","0.05260389","Eventually, the call of freedom comes to every mind and every soul.  Liberty will come to those who love it."," 6","Freedom","0.05376344","0.06989247","0.05376344","0.06989247","0.05376344","0.15053763","0.05376344","0.06989247","0.05376344","0.06989247","0.05376344","0.06989247","0.05376344","0.05376344","0.06989247"
"772","GeorgeWBush-2","Liberty will come to those who love it."," 40"," 8","0.00000000","0.12484395","0.00000000","0.00000000","0.24968789","0.00000000","0.12484395","0.12484395","0.00000000","0.24968789","We do not accept the existence of permanent tyranny because we do not accept the possibility of permanent slavery.  Today, America speaks anew to the peoples of the world.","11","Citizen","0.06770833","0.05208333","0.05208333","0.06770833","0.05208333","0.06770833","0.05208333","0.06770833","0.05208333","0.06770833","0.11458333","0.06770833","0.08333333","0.05208333","0.08333333"
"773","GeorgeWBush-2","Today, America speaks anew to the peoples of the world."," 41","10","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","Liberty will come to those who love it.  All who live in tyranny and hopelessness can know: The United States will not ignore your oppression or excuse your oppressors."," 1","Government","0.09595960","0.05050505","0.05050505","0.09595960","0.05050505","0.06565657","0.05050505","0.05050505","0.06565657","0.06565657","0.08080808","0.08080808","0.09595960","0.05050505","0.05050505"
"774","GeorgeWBush-2","All who live in tyranny and hopelessness can know: The United States will not ignore your oppression or excuse your oppressors."," 42","21","0.09519277","0.00000000","0.09519277","0.14278915","0.00000000","0.14278915","0.00000000","0.04759638","0.23798191","0.04759638","Today, America speaks anew to the peoples of the world.  When you stand for your liberty, we will stand with you."," 8","America","0.05555556","0.05555556","0.05555556","0.05555556","0.07222222","0.07222222","0.07222222","0.08888889","0.08888889","0.05555556","0.07222222","0.08888889","0.05555556","0.05555556","0.05555556"
"775","GeorgeWBush-2","When you stand for your liberty, we will stand with you."," 43","11","0.00000000","0.09082652","0.00000000","0.00000000","0.09082652","0.00000000","0.09082652","0.09082652","0.00000000","0.09082652","All who live in tyranny and hopelessness can know: The United States will not ignore your oppression or excuse your oppressors.  Democratic reformers facing repression, prison, or exile can know: America sees you for who you are, the future leaders of your free country."," 4","Democracy","0.05701754","0.07017544","0.05701754","0.09649123","0.09649123","0.07017544","0.04385965","0.05701754","0.04385965","0.07017544","0.07017544","0.05701754","0.09649123","0.07017544","0.04385965"
"776","GeorgeWBush-2","Democratic reformers facing repression, prison, or exile can know: America sees you for who you are, the future leaders of your free country."," 44","23","0.08691873","0.00000000","0.00000000","0.13037810","0.00000000","0.08691873","0.00000000","0.00000000","0.13037810","0.00000000","When you stand for your liberty, we will stand with you.  The rulers of outlaw regimes can know that we still believe as Abraham Lincoln did: Those who deny freedom to others deserve it not for themselves and, under the rule of a just God, cannot long retain it."," 9","Arm","0.04629630","0.04629630","0.06018519","0.06018519","0.04629630","0.10185185","0.07407407","0.06018519","0.12962963","0.08796296","0.07407407","0.04629630","0.06018519","0.04629630","0.06018519"
"777","GeorgeWBush-2","The rulers of outlaw regimes can know that we still believe as Abraham Lincoln did: Those who deny freedom to others deserve it not for themselves and, under the rule of a just God, cannot long retain it."," 45","38","0.05261773","0.07892660","0.00000000","0.05261773","0.05261773","0.00000000","0.00000000","0.13154433","0.05261773","0.07892660","Democratic reformers facing repression, prison, or exile can know: America sees you for who you are, the future leaders of your free country.  The leaders of governments with long habits of control need to know: To serve your people, you must learn to trust them."," 4","Democracy","0.07017544","0.04385965","0.04385965","0.13596491","0.08333333","0.05701754","0.07017544","0.05701754","0.05701754","0.04385965","0.07017544","0.07017544","0.08333333","0.04385965","0.07017544"
"778","GeorgeWBush-2","The leaders of governments with long habits of control need to know: To serve your people, you must learn to trust them."," 46","22","0.00000000","0.04543389","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.09086779","0.04543389","0.04543389","The rulers of outlaw regimes can know that we still believe as Abraham Lincoln did: Those who deny freedom to others deserve it not for themselves and, under the rule of a just God, cannot long retain it.  Start on this journey of progress and justice, and America will walk at your side."," 3","Nation","0.04385965","0.04385965","0.12280702","0.05701754","0.05701754","0.08333333","0.05701754","0.07017544","0.09649123","0.07017544","0.08333333","0.05701754","0.04385965","0.05701754","0.05701754"
"779","GeorgeWBush-2","Start on this journey of progress and justice, and America will walk at your side."," 47","15","0.00000000","0.19986676","0.00000000","0.06662225","0.13324450","0.00000000","0.00000000","0.06662225","0.00000000","0.19986676","The leaders of governments with long habits of control need to know: To serve your people, you must learn to trust them.  And all the allies of the United States can know: We honor your friendship;"," 1","Government","0.12077295","0.04830918","0.06280193","0.10628019","0.04830918","0.04830918","0.07729469","0.04830918","0.04830918","0.06280193","0.07729469","0.07729469","0.06280193","0.06280193","0.04830918"
"780","GeorgeWBush-2","And all the allies of the United States can know: We honor your friendship;"," 48","14","0.00000000","0.00000000","0.00000000","0.00000000","0.07137759","0.00000000","0.00000000","0.21413276","0.00000000","0.21413276","Start on this journey of progress and justice, and America will walk at your side.  we rely on your counsel;"," 8","America","0.05555556","0.07222222","0.05555556","0.07222222","0.05555556","0.07222222","0.05555556","0.10555556","0.05555556","0.05555556","0.05555556","0.10555556","0.05555556","0.05555556","0.07222222"
"781","GeorgeWBush-2","we rely on your counsel;"," 49"," 5","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.19960080","0.00000000","0.19960080","And all the allies of the United States can know: We honor your friendship;  and we depend on your help."," 1","Government","0.09039548","0.05649718","0.07344633","0.07344633","0.05649718","0.05649718","0.05649718","0.05649718","0.07344633","0.07344633","0.05649718","0.07344633","0.05649718","0.07344633","0.07344633"
"782","GeorgeWBush-2","and we depend on your help."," 50"," 6","0.00000000","0.16638935","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.16638935","0.00000000","0.00000000","we rely on your counsel;  Division among free nations is a primary goal of freedom's enemies."," 6","Freedom","0.05555556","0.05555556","0.07222222","0.08888889","0.05555556","0.10555556","0.07222222","0.05555556","0.05555556","0.05555556","0.05555556","0.07222222","0.08888889","0.05555556","0.05555556"
"783","GeorgeWBush-2","Division among free nations is a primary goal of freedom's enemies."," 51","11","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.09082652","and we depend on your help.  The concerted effort of free nations to promote democracy is a prelude to our enemies' defeat."," 5","Determination","0.05464481","0.07103825","0.07103825","0.05464481","0.08743169","0.05464481","0.05464481","0.07103825","0.07103825","0.05464481","0.05464481","0.08743169","0.08743169","0.07103825","0.05464481"
"784","GeorgeWBush-2","The concerted effort of free nations to promote democracy is a prelude to our enemies' defeat."," 52","16","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.06246096","0.12492192","Division among free nations is a primary goal of freedom's enemies.  Today I also speak anew to my fellow citizens."," 6","Freedom","0.05208333","0.05208333","0.06770833","0.06770833","0.05208333","0.09895833","0.06770833","0.06770833","0.05208333","0.05208333","0.09895833","0.08333333","0.06770833","0.06770833","0.05208333"
"785","GeorgeWBush-2","Today I also speak anew to my fellow citizens."," 53"," 9","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.11098779","0.00000000","0.11098779","The concerted effort of free nations to promote democracy is a prelude to our enemies' defeat.  From all of you I have asked patience in the hard task of securing America, which you have granted in good measure.","13","Equality","0.04901961","0.04901961","0.04901961","0.07843137","0.06372549","0.04901961","0.06372549","0.10784314","0.06372549","0.04901961","0.09313725","0.04901961","0.12254902","0.04901961","0.06372549"
"786","GeorgeWBush-2","From all of you I have asked patience in the hard task of securing America, which you have granted in good measure."," 54","22","0.00000000","0.09086779","0.00000000","0.00000000","0.04543389","0.00000000","0.04543389","0.13630168","0.00000000","0.18173557","Today I also speak anew to my fellow citizens.  Our country has accepted obligations that are difficult to fulfill and would be dishonorable to abandon.","11","Citizen","0.05291005","0.05291005","0.06878307","0.05291005","0.06878307","0.05291005","0.05291005","0.05291005","0.06878307","0.05291005","0.19576720","0.05291005","0.05291005","0.06878307","0.05291005"
"787","GeorgeWBush-2","Our country has accepted obligations that are difficult to fulfill and would be dishonorable to abandon."," 55","16","0.00000000","0.00000000","0.00000000","0.12492192","0.06246096","0.06246096","0.00000000","0.00000000","0.06246096","0.06246096","From all of you I have asked patience in the hard task of securing America, which you have granted in good measure.  Yet because we have acted in the great liberating tradition of this Nation, tens of millions have achieved their freedom."," 5","Determination","0.07729469","0.07729469","0.06280193","0.06280193","0.10628019","0.06280193","0.04830918","0.09178744","0.06280193","0.07729469","0.06280193","0.04830918","0.04830918","0.04830918","0.06280193"
"788","GeorgeWBush-2","Yet because we have acted in the great liberating tradition of this Nation, tens of millions have achieved their freedom."," 56","20","0.00000000","0.00000000","0.00000000","0.00000000","0.04997501","0.00000000","0.00000000","0.09995002","0.00000000","0.04997501","Our country has accepted obligations that are difficult to fulfill and would be dishonorable to abandon.  And as hope kindles hope, millions more will find it.","11","Citizen","0.05291005","0.05291005","0.05291005","0.06878307","0.06878307","0.10052910","0.06878307","0.05291005","0.05291005","0.06878307","0.13227513","0.06878307","0.05291005","0.05291005","0.05291005"
"789","GeorgeWBush-2","And as hope kindles hope, millions more will find it."," 57","10","0.00000000","0.09990010","0.00000000","0.00000000","0.09990010","0.00000000","0.09990010","0.09990010","0.00000000","0.09990010","Yet because we have acted in the great liberating tradition of this Nation, tens of millions have achieved their freedom.  By our efforts, we have lit a fire as well, a fire in the minds of men."," 6","Freedom","0.04975124","0.04975124","0.06467662","0.06467662","0.10945274","0.12437811","0.04975124","0.04975124","0.04975124","0.09452736","0.06467662","0.04975124","0.07960199","0.04975124","0.04975124"
"790","GeorgeWBush-2","By our efforts, we have lit a fire as well, a fire in the minds of men."," 58","17","0.00000000","0.00000000","0.00000000","0.05878895","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","And as hope kindles hope, millions more will find it.  It warms those who feel its power."," 6","Freedom","0.05649718","0.05649718","0.05649718","0.07344633","0.07344633","0.12429379","0.05649718","0.05649718","0.07344633","0.05649718","0.05649718","0.09039548","0.05649718","0.05649718","0.05649718"
"791","GeorgeWBush-2","It warms those who feel its power."," 59"," 7","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","By our efforts, we have lit a fire as well, a fire in the minds of men.  It burns those who fight its progress."," 2","Spirit","0.05555556","0.08888889","0.07222222","0.07222222","0.05555556","0.07222222","0.07222222","0.05555556","0.05555556","0.07222222","0.08888889","0.05555556","0.07222222","0.05555556","0.05555556"
"792","GeorgeWBush-2","It burns those who fight its progress."," 60"," 7","0.14265335","0.14265335","0.00000000","0.14265335","0.14265335","0.00000000","0.00000000","0.00000000","0.14265335","0.14265335","It warms those who feel its power.  And one day this untamed fire of freedom will reach the darkest corners of our world."," 6","Freedom","0.05291005","0.05291005","0.06878307","0.08465608","0.08465608","0.11640212","0.05291005","0.05291005","0.05291005","0.08465608","0.06878307","0.06878307","0.05291005","0.05291005","0.05291005"
"793","GeorgeWBush-2","And one day this untamed fire of freedom will reach the darkest corners of our world."," 61","16","0.00000000","0.00000000","0.00000000","0.06246096","0.06246096","0.00000000","0.00000000","0.06246096","0.06246096","0.06246096","It burns those who fight its progress.  A few Americans have accepted the hardest duties in this cause, in the quiet work of intelligence and diplomacy, the idealistic work of helping raise up free governments, the dangerous and necessary work of fighting our enemies."," 8","America","0.04566210","0.08675799","0.08675799","0.07305936","0.04566210","0.04566210","0.04566210","0.12785388","0.07305936","0.05936073","0.08675799","0.07305936","0.04566210","0.04566210","0.05936073"
"794","GeorgeWBush-2","A few Americans have accepted the hardest duties in this cause, in the quiet work of intelligence and diplomacy, the idealistic work of helping raise up free governments, the dangerous and necessary work of fighting our enemies."," 62","37","0.02701972","0.02701972","0.00000000","0.05403945","0.02701972","0.02701972","0.00000000","0.05403945","0.05403945","0.08105917","And one day this untamed fire of freedom will reach the darkest corners of our world.  Some have shown their devotion to our country in deaths that honored their whole lives, and we will always honor their names and their sacrifice."," 6","Freedom","0.06018519","0.04629630","0.04629630","0.07407407","0.08796296","0.11574074","0.06018519","0.04629630","0.06018519","0.06018519","0.06018519","0.11574074","0.07407407","0.04629630","0.04629630"
"795","GeorgeWBush-2","Some have shown their devotion to our country in deaths that honored their whole lives, and we will always honor their names and their sacrifice."," 63","25","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03998401","0.00000000","0.03998401","A few Americans have accepted the hardest duties in this cause, in the quiet work of intelligence and diplomacy, the idealistic work of helping raise up free governments, the dangerous and necessary work of fighting our enemies.  All Americans have witnessed this idealism and some for the first time."," 8","America","0.05777778","0.04444444","0.08444444","0.07111111","0.05777778","0.04444444","0.05777778","0.17777778","0.04444444","0.07111111","0.04444444","0.08444444","0.05777778","0.05777778","0.04444444"
"796","GeorgeWBush-2","All Americans have witnessed this idealism and some for the first time."," 64","12","0.00000000","0.08326395","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.08326395","Some have shown their devotion to our country in deaths that honored their whole lives, and we will always honor their names and their sacrifice.  I ask our youngest citizens to believe the evidence of your eyes.","12","Fear","0.07843137","0.04901961","0.04901961","0.06372549","0.06372549","0.07843137","0.04901961","0.09313725","0.09313725","0.04901961","0.07843137","0.10784314","0.04901961","0.04901961","0.04901961"
"797","GeorgeWBush-2","I ask our youngest citizens to believe the evidence of your eyes."," 65","12","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","All Americans have witnessed this idealism and some for the first time.  You have seen duty and allegiance in the determined faces of our soldiers."," 5","Determination","0.05464481","0.05464481","0.07103825","0.05464481","0.08743169","0.05464481","0.08743169","0.07103825","0.07103825","0.05464481","0.08743169","0.07103825","0.05464481","0.05464481","0.07103825"
"798","GeorgeWBush-2","You have seen duty and allegiance in the determined faces of our soldiers."," 66","13","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.07686395","0.00000000","0.15372790","I ask our youngest citizens to believe the evidence of your eyes.  You have seen that life is fragile and evil is real and courage triumphs."," 2","Spirit","0.05291005","0.10052910","0.06878307","0.05291005","0.08465608","0.06878307","0.06878307","0.05291005","0.05291005","0.06878307","0.08465608","0.06878307","0.05291005","0.05291005","0.06878307"
"799","GeorgeWBush-2","You have seen that life is fragile and evil is real and courage triumphs."," 67","14","0.07137759","0.00000000","0.07137759","0.14275517","0.00000000","0.14275517","0.00000000","0.07137759","0.14275517","0.14275517","You have seen duty and allegiance in the determined faces of our soldiers.  Make the choice to serve in a cause larger than your wants, larger than yourself, and in your days you will add not just to the wealth of our country but to its character."," 5","Determination","0.06190476","0.04761905","0.07619048","0.07619048","0.11904762","0.06190476","0.04761905","0.09047619","0.04761905","0.06190476","0.06190476","0.06190476","0.04761905","0.06190476","0.07619048"
"800","GeorgeWBush-2","Make the choice to serve in a cause larger than your wants, larger than yourself, and in your days you will add not just to the wealth of our country but to its character."," 68","34","0.00000000","0.00000000","0.02940312","0.00000000","0.02940312","0.00000000","0.02940312","0.08820935","0.02940312","0.05880623","You have seen that life is fragile and evil is real and courage triumphs.  America has need of idealism and courage because we have essential work at home, the unfinished work of American freedom."," 8","America","0.04901961","0.09313725","0.06372549","0.04901961","0.04901961","0.07843137","0.06372549","0.12254902","0.04901961","0.04901961","0.06372549","0.06372549","0.04901961","0.04901961","0.10784314"
"801","GeorgeWBush-2","America has need of idealism and courage because we have essential work at home, the unfinished work of American freedom."," 69","20","0.00000000","0.00000000","0.00000000","0.00000000","0.04997501","0.00000000","0.00000000","0.04997501","0.04997501","0.19990005","Make the choice to serve in a cause larger than your wants, larger than yourself, and in your days you will add not just to the wealth of our country but to its character.  In a world moving toward liberty, we are determined to show the meaning and promise of liberty."," 6","Freedom","0.04566210","0.04566210","0.07305936","0.07305936","0.08675799","0.11415525","0.04566210","0.07305936","0.04566210","0.05936073","0.07305936","0.08675799","0.05936073","0.04566210","0.07305936"
"802","GeorgeWBush-2","In a world moving toward liberty, we are determined to show the meaning and promise of liberty."," 70","17","0.00000000","0.05878895","0.00000000","0.00000000","0.11757790","0.00000000","0.05878895","0.17636684","0.00000000","0.17636684","America has need of idealism and courage because we have essential work at home, the unfinished work of American freedom.  In America's ideal of freedom, citizens find the dignity and security of economic independence instead of laboring on the edge of subsistence."," 8","America","0.04504505","0.04504505","0.07207207","0.05855856","0.05855856","0.11261261","0.04504505","0.15315315","0.04504505","0.07207207","0.07207207","0.04504505","0.07207207","0.05855856","0.04504505"
"803","GeorgeWBush-2","In America's ideal of freedom, citizens find the dignity and security of economic independence instead of laboring on the edge of subsistence."," 71","22","0.00000000","0.04543389","0.00000000","0.00000000","0.09086779","0.00000000","0.04543389","0.13630168","0.00000000","0.13630168","In a world moving toward liberty, we are determined to show the meaning and promise of liberty.  This is the broader definition of liberty that motivated the Homestead Act, the Social Security Act, and the GI bill of rights."," 6","Freedom","0.04761905","0.04761905","0.04761905","0.04761905","0.09047619","0.14761905","0.04761905","0.07619048","0.04761905","0.07619048","0.04761905","0.07619048","0.04761905","0.06190476","0.09047619"
"804","GeorgeWBush-2","This is the broader definition of liberty that motivated the Homestead Act, the Social Security Act, and the GI bill of rights."," 72","22","0.00000000","0.04543389","0.00000000","0.00000000","0.04543389","0.00000000","0.04543389","0.04543389","0.00000000","0.04543389","In America's ideal of freedom, citizens find the dignity and security of economic independence instead of laboring on the edge of subsistence.  And now we will extend this vision by reforming great institutions to serve the needs of our time."," 4","Democracy","0.04566210","0.05936073","0.05936073","0.12785388","0.05936073","0.08675799","0.04566210","0.08675799","0.05936073","0.05936073","0.05936073","0.05936073","0.07305936","0.07305936","0.04566210"
"805","GeorgeWBush-2","And now we will extend this vision by reforming great institutions to serve the needs of our time."," 73","18","0.00000000","0.11104942","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05552471","0.05552471","0.11104942","This is the broader definition of liberty that motivated the Homestead Act, the Social Security Act, and the GI bill of rights.  To give every American a stake in the promise and future of our country, we will bring the highest standards to our schools and build an ownership society."," 6","Freedom","0.07017544","0.04385965","0.05701754","0.05701754","0.04385965","0.09649123","0.07017544","0.08333333","0.05701754","0.08333333","0.05701754","0.09649123","0.05701754","0.07017544","0.05701754"
